"","Keyword","Article.title","Authors","Journal.title","Volume","Issue","Pages","Volume.year","DOI","Published.online.date","URL","Keword"
"90","Fungicide and Sclerotinia","Temporal dispersal patterns of Sclerotinia sclerotiorum ascospores during canola flowering","Issa S Qandah, L E del Río Mendoza","Canadian Journal of Plant Pathology","33","2","p159 - p167",2011,"10.1080/07060661.2011.554878","17-Feb-11","https://doi.org/10.1080/07060661.2011.554878",NA
"91","Fungicide and Sclerotinia","Epidemiology of sclerotinia rot of carrot caused by Sclerotinia sclerotiorum","GJ Boland, C Kora, MR McDonald","Canadian Journal of Plant Pathology","27","2","p245 - p258",2005,"10.1080/07060660509507222","1-Apr-10","https://doi.org/10.1080/07060660509507222",NA
"92","Fungicide and Sclerotinia","Carrot cultivar response to foliage side trimming for suppression of Sclerotinia rot","Sherry A E Fillmore, Patrick D E Monaghan, Rick D Peters, Kevin R Sanderson","Canadian Journal of Plant Pathology","35","3","p279 - p287",2013,"10.1080/07060661.2013.816370","6-Aug-13","https://doi.org/10.1080/07060661.2013.816370",NA
"93","Fungicide and Sclerotinia","Forecasting diseases caused by Sclerotinia spp. in eastern Canada: fact or fiction?","Greg J Boland, Mary Ruth McDonald","Canadian Journal of Plant Pathology","26","4","p480 - p488",2004,"10.1080/07060660409507168","1-Apr-10","https://doi.org/10.1080/07060660409507168",NA
"94","Fungicide and Sclerotinia","Biological control of oilseed rape Sclerotinia stem rot by Bacillus subtilis strain Em7","Yafei Chen, Xiaoning Gao, Qingmei Han, Lili Huang, Zhensheng Kang, Huqiang Qin","Biocontrol Science and Technology","24","1","p39 - p52",2014,"10.1080/09583157.2013.844223","26-Nov-13","https://doi.org/10.1080/09583157.2013.844223",NA
"95","Fungicide and Sclerotinia","Antifungal activities against Sclerotinia sclerotiorum by Cinnamomum cassia oil and its main components","Hong Jiang, Zhenhua Jiang, Pengfei Xie","Journal of Essential Oil Research","25","6","p444 - p451",2013,"10.1080/10412905.2013.782475","14-Oct-13","https://doi.org/10.1080/10412905.2013.782475",NA
"96","Fungicide and Sclerotinia","In vitro inhibitory effects of rosemary and sage extracts on mycelial growth and sclerotial formation and germination of Sclerotinia sclerotiorum","FM Abu El-Samen, SJ Goussous, IS Mas'ad, RA Tahhan","Archives of Phytopathology and Plant Protection","46","8","p890 - p902",2013,"10.1080/03235408.2012.753708","29-Apr-13","https://doi.org/10.1080/03235408.2012.753708",NA
"97","Fungicide and Sclerotinia","Effects of seeding rate and plant density on sclerotinia stem rot incidence in canola","W G D Fernando, C J Jurke","Archives of Phytopathology and Plant Protection","41","2","p142 - p155",2008,"10.1080/03235400600679743","18-Feb-08","https://doi.org/10.1080/03235400600679743",NA
"98","Fungicide and Sclerotinia","Brassica B-genome resistance to stem rot (Sclerotinia sclerotiorum) in a doubled haploid population of Brassica napus × Brassica carinata","A G Good, Z K Navabi, M H Rahman, S E Strelkov, M R Thiagarajah","Canadian Journal of Plant Pathology","32","2","p237 - p246",2010,"10.1080/07060661.2010.484229","2-Jun-10","https://doi.org/10.1080/07060661.2010.484229",NA
"99","Fungicide and Sclerotinia","Control of Sclerotinia sclerotiorum in rapeseed with fungicides","John Dueck, DL McKenzie, RAA Morrall","Canadian Journal of Plant Pathology","5","4","p289 - p293",1983,"10.1080/07060668309501613","29-Dec-09","https://doi.org/10.1080/07060668309501613",NA
"100","Fungicide and Sclerotinia","Research on biology and control of Sclerotinia diseases in Canada1","SD Bardin, HC Huang","Canadian Journal of Plant Pathology","23","1","p88 - p98",2001,"10.1080/07060660109506914","1-Apr-10","https://doi.org/10.1080/07060660109506914",NA
"101","Fungicide and Sclerotinia","Predicting diseases caused by Sclerotinia sclerotiorum on canola and bean - a western Canadian perspective","RL Conner, HR Kutcher, JL Lamb, HA Lamey, DL McLaren, RG Platford","Canadian Journal of Plant Pathology","26","4","p489 - p497",2004,"10.1080/07060660409507169","1-Apr-10","https://doi.org/10.1080/07060660409507169",NA
"102","Fungicide and Sclerotinia","Effects of colonisation by different strains of Coniothyrium minitans on the viability of sclerotia of Sclerotinia sclerotiorum","Lan Jing, Shrishail S Navi, Xiaobing Yang","Biocontrol Science and Technology","25","4","p460 - p474",2015,"10.1080/09583157.2014.989386","19-Nov-14","https://doi.org/10.1080/09583157.2014.989386",NA
"103","Fungicide and Sclerotinia","Fungicide use in processing tomatoes in New Zealand","I Angland, PJ Cameron, TJB Herman, AJ Hodson, GP Walker, PJ Wright","New Zealand Journal of Crop and Horticultural Science","41","3","p135 - p143",2013,"10.1080/01140671.2013.797474","5-Aug-13","https://doi.org/10.1080/01140671.2013.797474",NA
"104","Fungicide and Sclerotinia","Partial stem resistance in Brassica napus to highly aggressive and genetically diverse Sclerotinia sclerotiorum isolates from Australia","Lone Buchwaldt, Matthew Denton-Giles, Mark C Derbyshire, Lars G Kamphuis, Yuphin Khentry","Canadian Journal of Plant Pathology","40","4","p551 - p561",2018,"10.1080/07060661.2018.1516699","10-Oct-18","https://doi.org/10.1080/07060661.2018.1516699",NA
"105","Fungicide and Sclerotinia","Control of anthracnose in lentil using partial resistance and fungicide applications","CC Bernier, L Buchwaldt, G Chongo","Canadian Journal of Plant Pathology","21","1","p16 - p22",1999,"10.1080/07060661.1999.10600116","7-Feb-13","https://doi.org/10.1080/07060661.1999.10600116",NA
"106","Fungicide and Sclerotinia","Modelling inoculum dispersal and Sclerotinia stem rot gradients in canola fields","Issa S Qandah, Luis E del Rio Mendoza","Canadian Journal of Plant Pathology","34","3","p390 - p400",2012,"10.1080/07060661.2012.705328","8-Aug-12","https://doi.org/10.1080/07060661.2012.705328",NA
"107","Fungicide and Sclerotinia","Plant wounding and Ophiostoma mitovirus 3a (OMV3a) influence infection of creeping bentgrass by Sclerotinia homoeocarpa","Michael J Boehm, Greg J Boland, Angela M Orshinsky","Canadian Journal of Plant Pathology","34","4","p493 - p506",2012,"10.1080/07060661.2012.678886","31-Aug-12","https://doi.org/10.1080/07060661.2012.678886",NA
"108","Fungicide and Sclerotinia","Chitosan coating for inhibition of sclerotinia rot of carrots","L H Cheah, B B C Page, R Shepherd","New Zealand Journal of Crop and Horticultural Science","25","1","p89 - p92",1997,"10.1080/01140671.1997.9513992","22-Mar-10","https://doi.org/10.1080/01140671.1997.9513992",NA
"109","Fungicide and Sclerotinia","Trichoderma harzianum T39 Preparation for Biocontrol of Plant Diseases-Control of Botrytis cinerea , Sclerotinia sclerotiorum and Cladosporium fulvum","Y Elad","Biocontrol Science and Technology","10","4","p499 - p507",2000,"10.1080/09583150050115089","28-Jun-10","https://doi.org/10.1080/09583150050115089",NA
"110","Fungicide and Sclerotinia","Biocontrol of Sclerotinia sclerotiorum (Lib.) de Bary by Trichoderma harzianum","D Singh","Tropical Pest Management","37","4","p374 - p378",1991,"10.1080/09670879109371617","13-Nov-08","https://doi.org/10.1080/09670879109371617",NA
"111","Fungicide and Sclerotinia","Comparison of growthroom screening techniques for the determination of physiological resistance to sclerotinia stem rot in Brassica napus","W G D Fernando, C J Jurke","Archives of Phytopathology and Plant Protection","41","3","p157 - p174",2008,"10.1080/03235400600679693","1-Apr-08","https://doi.org/10.1080/03235400600679693",NA
"112","Fungicide and Sclerotinia","Vegetative compatibility and transmission of hypovirulence-associated dsRNA in Sclerotinia homoeocarpa","G J Boland, F Deng, M S Melzer","Canadian Journal of Plant Pathology","24","4","p481 - p488",2002,"10.1080/07060660209507037","1-Apr-10","https://doi.org/10.1080/07060660209507037",NA
"113","Fungicide and Sclerotinia","Potential for biocontrol of sclerotinia rot of carrot with foliar sprays of Contans® WG (Coniothyrium minitans)","David Chalton, Mark P McQuilken","Biocontrol Science and Technology","19","2","p229 - p235",2009,"10.1080/09583150802635549","30-Mar-09","https://doi.org/10.1080/09583150802635549",NA
"114","Fungicide and Sclerotinia","Investigations on fungicide removal from broccoli by various processing methods","Magdalena Jankowska, Bozena Lozowicka, Ewa Rutkowska","Desalination and Water Treatment","57","3","p1564 - p1572",2016,"10.1080/19443994.2014.988408","6-Dec-14","https://doi.org/10.1080/19443994.2014.988408",NA
"115","Fungicide and Sclerotinia","First report of Sclerotinia subarctica in France detected with a rapid PCR-based test","Marc Benigni, Magali Duffaud, Stéphane Leignez, Christel Leyronas, Philippe C Nicot, Claire Troulet, François Villeneuve","Canadian Journal of Plant Pathology","40","2","p248 - p253",2018,"10.1080/07060661.2018.1438515","20-Feb-18","https://doi.org/10.1080/07060661.2018.1438515",NA
"116","Fungicide and Sclerotinia","Biological control of Sclerotinia disease by Aspergillus sp. on oilseed rape in the field","Lei Hu, Xiaojia Hu, Yinshui Li, Xing Liao, Lu Qin, Daniel P Roberts, Lihua Xie, Changbing Yu, Yinbo Zhang","Biocontrol Science and Technology","26","11","p1526 - p1537",2016,"10.1080/09583157.2016.1218440","11-Oct-16","https://doi.org/10.1080/09583157.2016.1218440",NA
"117","Fungicide and Sclerotinia","Development of a storage method for ascospores of Sclerotinia sclerotiorum","CY Olivier, G Séguin-Swartz","Canadian Journal of Plant Pathology","28","3","p489 - p493",2006,"10.1080/07060660609507324","1-Apr-10","https://doi.org/10.1080/07060660609507324",NA
"118","Fungicide and Sclerotinia","Inhibitive Activity of Cow Urine and Cow Dung against Sclerotinia sclerotiorum of Cucumber","A B Basak, Min Woong Lee, Tae Soo Lee","Mycobiology","30","3","p175 - p179",2002,"10.4489/myco.2002.30.3.175","22-Jun-18","https://doi.org/10.4489/myco.2002.30.3.175",NA
"119","Fungicide and Sclerotinia","Genetic variation in New Zealand populations of the plant pathogen Sclerotinia sclerotiorum","Margaret A Carpenter, Chris Frampton, Alison Stewart","New Zealand Journal of Crop and Horticultural Science","27","1","p13 - p21",1999,"10.1080/01140671.1999.9514075","22-Mar-10","https://doi.org/10.1080/01140671.1999.9514075",NA
"120","Fungicide and Sclerotinia","Suppressive soil against Sclerotinia sclerotiorum as a source of potential biocontrol agents: selection and evaluation of Clonostachys rosea BAFC1646","GM Cabrera, AM Godeas, TE Lo, MA Rodríguez, C Rothen","Biocontrol Science and Technology","25","12","p1388 - p1409",2015,"10.1080/09583157.2015.1052372","18-Sep-15","https://doi.org/10.1080/09583157.2015.1052372",NA
"121","Fungicide and Sclerotinia","Influence of crop rotation and tillage on production of apothecia by Sclerotinia sclerotiorum","GJ Boland, JA Gracia- Garza, S Neumann, TJ Vyn","Canadian Journal of Plant Pathology","24","2","p137 - p143",2002,"10.1080/07060660309506988","1-Apr-10","https://doi.org/10.1080/07060660309506988",NA
"122","Fungicide and Sclerotinia","Effect of Sclerotial Distribution Pattern of Sclerotinia sclerotiorum on Colonizing Ability of Trichoderma harzianum","Yeoung-Seuk Bae, Guy R Knudsen, Kyungseok Park","Mycobiology","29","1","p54 - p57",2001,"10.1080/12298093.2001.12015760","18-Jun-18","https://doi.org/10.1080/12298093.2001.12015760",NA
"123","Fungicide and Sclerotinia","Growth and reproduction of Sclerotinia trifoliorum as influenced by herbicides","S L Reichard, L H Rhodes, R M Sulc","Mycologia","89","1","p82 - p88",1997,"10.1080/00275514.1997.12026757","28-Aug-18","https://doi.org/10.1080/00275514.1997.12026757",NA
"124","Fungicide and Sclerotinia","Evaluation of foliar fungicide application methods on soybean","CA Bradley, CD Chesrown, VL Hofman","Canadian Journal of Plant Pathology","29","2","p197 - p202",2007,"10.1080/07060660709507457","1-Apr-10","https://doi.org/10.1080/07060660709507457",NA
"125","Fungicide and Sclerotinia","Population density and spatial pattern of sclerotia of Sclerotinia sclerotiorum in desert lettuce production fields","Periasamy Chitrampalam, Barry M Pryor","Canadian Journal of Plant Pathology","35","4","p494 - p502",2013,"10.1080/07060661.2013.841758","10-Oct-13","https://doi.org/10.1080/07060661.2013.841758",NA
"126","Fungicide and Sclerotinia","Selection of mycoparasites of sclerotia of Sclerotinia sclerotiorum isolated from New Zealand soils","E E Jones, A Stewart","New Zealand Journal of Crop and Horticultural Science","28","2","p105 - p114",2000,"10.1080/01140671.2000.9514130","22-Mar-10","https://doi.org/10.1080/01140671.2000.9514130",NA
"127","Fungicide and Sclerotinia","Effect of volatiles derived from Brassica plants on the growth of Sclerotinia sclerotiorum","Kambiz Larijani, Fatemeh Rahimi, Siamak Rahmanpour, Saeid Rezaee","Archives of Phytopathology and Plant Protection","47","1","p15 - p28",2014,"10.1080/03235408.2013.800695","16-Jan-14","https://doi.org/10.1080/03235408.2013.800695",NA
"128","Fungicide and Sclerotinia","The validity of in vitro screening methods in the search for fungal antagonists of Sclerotinia sclerotiorum causing wilt of sunflower","J S Fenlon, J M Lynch, D C Sandys-Winsch, J M Whipps","Biocontrol Science and Technology","4","3","p269 - p277",1994,"10.1080/09583159409355335","17-Sep-08","https://doi.org/10.1080/09583159409355335",NA
"129","Fungicide and Sclerotinia","Quiescent fruit infections of peach, apricot, and plum in New Zealand caused by the brown rot fungus Sclerotinia fructicola","J B Corbin, K G Tate","New Zealand Journal of Experimental Agriculture","6","4","p319 - p325",1978,"10.1080/03015521.1978.10426296","17-Jan-12","https://doi.org/10.1080/03015521.1978.10426296",NA
"130","Fungicide and Sclerotinia","Development of a semi-selective medium for improved isolation of the turfgrass dollar spot pathogen Sclerotinia homoeocarpa from host tissues","James P Kerns, Renee A Rioux, Benjamin J van Ryzin","Canadian Journal of Plant Pathology","36","2","p235 - p245",2014,"10.1080/07060661.2014.906505","20-May-14","https://doi.org/10.1080/07060661.2014.906505",NA
"131","Fungicide and Sclerotinia","Trichoderma asperelloides antagonism to nine Sclerotinia sclerotiorum strains and biological control of white mold disease in soybean plants","Lucas M Abreu, Ana Paula C S Araujod, Marcelo G Canteri, Juliana F S Daniel, Robert F H Dekker, Douglas C Peitl, Ciro H Sumida","Biocontrol Science and Technology","28","2","p142 - p156",2018,"10.1080/09583157.2018.1430743","31-Jan-18","https://doi.org/10.1080/09583157.2018.1430743",NA
"132","Fungicide and Sclerotinia","Mating behaviour and genetics of fungicide resistance of Botrytis cinerea in New Zealand","R E Beever, S L Parkes","New Zealand Journal of Crop and Horticultural Science","21","4","p303 - p310",1993,"10.1080/01140671.1993.9513786","22-Mar-10","https://doi.org/10.1080/01140671.1993.9513786",NA
"133","Fungicide and Sclerotinia","Effect of volume and concentration of conidial suspensions of Coniothyrium minitans on infection of Sclerotinia sclerotiorum sclerotia","M Gerlagh, H M Goossen-van de Geijn, A E Hoogland, P F M Horsten, P F G Vereijken, B H de Haas","Biocontrol Science and Technology","14","7","p675 - p690",2004,"10.1080/09583150410001682368","19-Oct-10","https://doi.org/10.1080/09583150410001682368",NA
"134","Fungicide and Sclerotinia","Effects of Broad-Leaf Crop Frequency and Fungicide Application in Various Rotations on Nitrate Nitrogen and Extractable Phosphorus in a Dark Brown Soil","S A Brandt, H R Kutcher, S S Malhi, D Ulrich","Communications in Soil Science and Plant Analysis","42","22","p2795 - p2812",2011,"10.1080/00103624.2011.622825","23-Nov-11","https://doi.org/10.1080/00103624.2011.622825",NA
