"","Keyword","Item.Title","Publication.Title","Book.Series.Title","Journal.Volume","Journal.Issue","Item.DOI","Authors","Publication.Year","URL","Content.Type","Kyeword"
"91",NA,"Molecular and biochemical characterization of Sclerotinia sclerotiorum laboratory mutants resistant to dicarboximide and phenylpyrrole fungicides","Journal of Pest Science",NA,87,"1","10.1007/s10340-013-0526-6","Ya-Bing DuanChang-Yan GeMing-Guo Zhou",2014,"http://link.springer.com/article/10.1007/s10340-013-0526-6","Article","Fungicide and Sclerotinia"
"92",NA,"Baseline sensitivity and control efficacy of fluazinam against Sclerotinia sclerotiorum","European Journal of Plant Pathology",NA,142,"4","10.1007/s10658-015-0644-5","Hong-Jie LiangYa-Li DiJin-Li LiFu-Xing Zhu",2015,"http://link.springer.com/article/10.1007/s10658-015-0644-5","Article","Fungicide and Sclerotinia"
"93",NA,"Baseline sensitivities of preserved isolates of Sclerotinia fructicola from various host species to propiconazole and iprodione","Australasian Plant Pathology",NA,24,"1","10.1071/APP9950009","L. J. PenroseA. A. Senn",1995,"http://link.springer.com/article/10.1071/APP9950009","Article","Fungicide and Sclerotinia"
"94",NA,"Ulocladium atrum as a biological control agent for white mold of bean caused bySclerotinia sclerotiorum","Phytoparasitica",NA,35,"1","10.1007/BF02981057","Hung-Chang HuangR. Scott Erickson",2007,"http://link.springer.com/article/10.1007/BF02981057","Article","Fungicide and Sclerotinia"
"95",NA,"Activity of carbendazim, dimethachlon, iprodione, procymidone and boscalid against Sclerotinia stem rot in Jiangsu Province of China","Phytoparasitica",NA,37,"5","10.1007/s12600-009-0057-0","Hui-Xia MaYu ChenJian-Xin WangWen-Yuan YuZheng-He TangChang-Jun ChenMing-Guo Zhou",2009,"http://link.springer.com/article/10.1007/s12600-009-0057-0","Article","Fungicide and Sclerotinia"
"96",NA,"In vitro Variability of a number of characteristics ofSclerotinia sclerotiorum","Phytoparasitica",NA,18,"4","10.1007/BF02981001","J. A. Torés",1990,"http://link.springer.com/article/10.1007/BF02981001","Article","Fungicide and Sclerotinia"
"97",NA,"Enhanced degradation of iprodione in soil after repeated treatments for controlling Sclerotinia minor","Plant and Soil",NA,127,"1","10.1007/BF00010847","C. MartinDanielle VegaJ. BastideP. Davet",1990,"http://link.springer.com/article/10.1007/BF00010847","Article","Fungicide and Sclerotinia"
"98",NA,"Chemical control of Botrytis cinerea and Sclerotinia sclerotiorum on dwarf snap beans","Netherlands Journal of Plant Pathology",NA,88,"2","10.1007/BF01977340","G. VulstekeP. Meeus",1982,"http://link.springer.com/article/10.1007/BF01977340","Article","Fungicide and Sclerotinia"
"99",NA,"Detection of resistance in Sclerotinia sclerotiorum to carbendazim and dimethachlon in Jiangsu Province of China","Australasian Plant Pathology",NA,43,"3","10.1007/s13313-014-0271-1","Yong WangYi-Ping HouChang-Jun ChenMing-Guo Zhou",2014,"http://link.springer.com/article/10.1007/s13313-014-0271-1","Article","Fungicide and Sclerotinia"
"100",NA,"Effect of Inoculum Rates and Sources of Coniothyrium minitans on Control of Sclerotinia sclerotiorum Disease in Glasshouse Lettuce","European Journal of Plant Pathology",NA,108,"6","10.1023/A:1019940820230","E.E. JonesJ.M. Whipps",2002,"http://link.springer.com/article/10.1023/A%3A1019940820230","Article","Fungicide and Sclerotinia"
"101",NA,"Resistance ofSclerotinia sclerotiorum to carbendazim","Journal of Northeast Forestry University",NA,5,"3","10.1007/BF02842986","Yang QianR. T. V. Fox",1994,"http://link.springer.com/article/10.1007/BF02842986","Article","Fungicide and Sclerotinia"
"102",NA,"Sclerotinia fructicola tolerant to benomyl detected in New South Wales","Australian Plant Pathology Society Newsletter",NA,5,"3","10.1071/APP9760034","W. KoffmanL. J. Penrose",1976,"http://link.springer.com/article/10.1071/APP9760034","Article","Fungicide and Sclerotinia"
"103",NA,"The biology ofSclerotinia sclerotiorum,S. trifoliorum, andS. minor with emphasis on specific nomenclature","The Botanical Review",NA,46,"2","10.1007/BF02860868","H. J. WillettsJ. A. L. Wong",1980,"http://link.springer.com/article/10.1007/BF02860868","Article","Fungicide and Sclerotinia"
"104",NA,"Biological Control of Sclerotinia pseudotuberosa and Other Fungi During Moist Storage of Quercus robur Seeds","European Journal of Plant Pathology",NA,109,"6","10.1023/A:1024784831972","W.E. Finch-SavageH.A. ClayS.P. BudgeK.C. DentJ.P. ClarksonJ.M. Whipps",2003,"http://link.springer.com/article/10.1023/A%3A1024784831972","Article","Fungicide and Sclerotinia"
"105",NA,"First report of Sclerotinia blight caused by Sclerotinia sclerotiorum in Quang Nam, Vietnam","Australasian Plant Disease Notes",NA,5,"1","10.1071/DN10016","T. M. LuongL. M. T. HuynhT. V. LeL. W. BurgessH. T. Phan",2010,"http://link.springer.com/article/10.1071/DN10016","Article","Fungicide and Sclerotinia"
"106",NA,"Involvement of alternative oxidase in the regulation of growth, development, and resistance to oxidative stress of Sclerotinia sclerotiorum","Journal of Microbiology",NA,50,"4","10.1007/s12275-012-2015-7","Ting XuFei YaoWu-Sheng LiangYong-Hong LiDian-Rong LiHao WangZheng-Yi Wang",2012,"http://link.springer.com/article/10.1007/s12275-012-2015-7","Article","Fungicide and Sclerotinia"
"107",NA,"Resistance ofSclerotinia sclerotiorum to carbendazim","Journal of Northeast Forestry University",NA,5,"4","10.1007/BF02842970","Yang Qian",1994,"http://link.springer.com/article/10.1007/BF02842970","Article","Fungicide and Sclerotinia"
"108",NA,"Using crop canopy modification to manage plant diseases","European Journal of Plant Pathology",NA,135,"3","10.1007/s10658-012-0133-z","Mary Ruth McDonaldBruce D. GossenCezarina KoraMonica ParkerGreg Boland",2013,"http://link.springer.com/article/10.1007/s10658-012-0133-z","Article","Fungicide and Sclerotinia"
"109",NA,"Synthesis of N-substituted dimethylmaleimides and their antifungal activities against Sclerotinia sclerotiorum","Journal of Pest Science",NA,86,"2","10.1007/s10340-012-0466-6","Zhenzhong ShenYongxian FanFuge LiXiaolong ChenYinchu Shen",2013,"http://link.springer.com/article/10.1007/s10340-012-0466-6","Article","Fungicide and Sclerotinia"
"110",NA,"Forewarning models for Sclerotinia rot (Sclerotinia sclerotiorum) in Indian mustard (Brassica juncea L.)","Phytoparasitica",NA,43,"4","10.1007/s12600-015-0463-4","Pankaj SharmaP. D. MeenaAmrender KumarVinod KumarD. Singh",2015,"http://link.springer.com/article/10.1007/s12600-015-0463-4","Article","Fungicide and Sclerotinia"
"111",NA,"The use of yeasts for biological control of the plant pathogen Sclerotinia sclerotiorum","BioControl",NA,49,"5","10.1023/B:BICO.0000036437.20889.59","R.D. Reeleder",2004,"http://link.springer.com/article/10.1023/B%3ABICO.0000036437.20889.59","Article","Fungicide and Sclerotinia"
"112",NA,"Biological Control of Sclerotinia Diseases of Rapeseed by Aerial Applications of the Mycoparasite Coniothyrium minitans","European Journal of Plant Pathology",NA,114,"4","10.1007/s10658-005-2232-6","G. Q. LiH. C. HuangH. J. MiaoR. S. EricksonD. H. JiangY. N. Xiao",2006,"http://link.springer.com/article/10.1007/s10658-005-2232-6","Article","Fungicide and Sclerotinia"
"113",NA,"Lettuce drop caused by inoculum ofsclerotinia sclerotiorum blown-in from a distance","Phytoparasitica",NA,15,"1","10.1007/BF02980520","Y. Ben-yephetE. Siti",1987,"http://link.springer.com/article/10.1007/BF02980520","Article","Fungicide and Sclerotinia"
"114",NA,"Screening of sunflower seed for Sclerotinia spp","Australian Plant Pathology Society Newsletter",NA,7,"4","10.1071/APP9780043a","P. R. MerrimanR. Heathcote",1978,"http://link.springer.com/article/10.1071/APP9780043a","Article","Fungicide and Sclerotinia"
"115",NA,"Prevalence, species composition, genetic variation and pathogenicity of clover rot (Sclerotinia trifoliorum) and Fusarium spp. in red clover in Finland","European Journal of Plant Pathology",NA,126,"1","10.1007/s10658-009-9516-1","T. Yli-MattilaG. KalkoA. HannukkalaS. Paavanen-HuhtalaK. Hakala",2009,"http://link.springer.com/article/10.1007/s10658-009-9516-1","Article","Fungicide and Sclerotinia"
"116",NA,"Molecular diagnosis to identify new sources of resistance to sclerotinia blight in groundnut (Arachis hypogaea L.)","Euphytica",NA,203,"2","10.1007/s10681-014-1282-2","Engin YolHari D. UpadhyayaBulent Uzun",2015,"http://link.springer.com/article/10.1007/s10681-014-1282-2","Article","Fungicide and Sclerotinia"
"117",NA,"Use of a selective medium to study the dispersal of ascospores ofSclerotinia sclerotiorum","Phytoparasitica",NA,13,"1","10.1007/BF02994435","Y. Ben-YephetS. Bitton",1985,"http://link.springer.com/article/10.1007/BF02994435","Article","Fungicide and Sclerotinia"
"118",NA,"Decreased incidence of disease caused by Sclerotinia sclerotiorum and improved plant vigor of oilseed rape with Bacillus subtilis Tu-100","Applied Microbiology and Biotechnology",NA,68,"6","10.1007/s00253-005-1938-x","Xiaojia HuDaniel P. RobertsMulan JiangYinbo Zhang",2005,"http://link.springer.com/article/10.1007/s00253-005-1938-x","Article","Fungicide and Sclerotinia"
"119",NA,"Bacillus thuringiensis C25 which is rich in cell wall degrading enzymes efficiently controls lettuce drop caused by Sclerotinia minor","European Journal of Plant Pathology",NA,142,"3","10.1007/s10658-015-0636-5","Anupama ShresthaRazia SultanaJong-Chan ChaeKangmin KimKui-Jae Lee",2015,"http://link.springer.com/article/10.1007/s10658-015-0636-5","Article","Fungicide and Sclerotinia"
"120",NA,"Selection of a Streptomyces strain able to produce cell wall degrading enzymes and active against Sclerotinia sclerotiorum","Journal of Microbiology",NA,50,"5","10.1007/s12275-012-2060-2","Adriana FróesAndrew MacraeJuliana RosaMarcella FrancoRodrigo SouzaRosângela SoaresRosalie Coelho",2012,"http://link.springer.com/article/10.1007/s12275-012-2060-2","Article","Fungicide and Sclerotinia"
"121",NA,"Impact of time between field application of Bacillus subtilis strains SB01 and SB24 and inoculation with Sclerotinia sclerotiorum on the suppression of Sclerotinia stem rot in soybean","European Journal of Plant Pathology",NA,131,"1","10.1007/s10658-011-9790-6","Jinxiu ZhangAllen G. XueMalcolm J. MorrisonYao Meng",2011,"http://link.springer.com/article/10.1007/s10658-011-9790-6","Article","Fungicide and Sclerotinia"
"122",NA,"Secondary metabolites produced by Propionicimonas sp. (ENT-18) induce histological abnormalities in the sclerotia of Sclerotinia sclerotiorum","BioControl",NA,55,"6","10.1007/s10526-010-9295-9","Tiago D. ZucchiLuis G. AlmeidaFábio C. A. DossiFernando L. Cônsoli",2010,"http://link.springer.com/article/10.1007/s10526-010-9295-9","Article","Fungicide and Sclerotinia"
"123",NA,"First report of stub dieback of poinsettia (Euphorbia pulcherrima) caused by Sclerotinia sclerotiorum in Vietnam","Australasian Plant Disease Notes",NA,7,"1","10.1007/s13314-012-0047-9","H. X. TrinhM. V. QuanJ. Z. GroenewaldL. W. Burgess",2012,"http://link.springer.com/article/10.1007/s13314-012-0047-9","Article","Fungicide and Sclerotinia"
"124",NA,"Abstracts of Papers presented at a Workshop on Ecology of Botrytis and Sclerotinia and their Interaction With Other Microorganisms Abstracts of Papers Presented at a Workshop on Genetic Aspects ofFusarium oxysporum and Related Species Abstracts of Papers and Discussion Contributions Presented at the Dutch-Israeli (Diarp) Workshop on Environment-Friendly Crop Protection of the Flower Industry to Suit Future Market Trends","Phytoparasitica",NA,27,"1","10.1007/BF02980728","A. Ten HaveW. Oude BreuilJ. WubbenW. MulderJ. VisserJ. van KanT. QuiddeP. TudzynskiT. M. O’NeillG. De MeyerK. AudenaertJ. BigirimanaM. HöfteTatiana Eugenia SesanMaria OpreaN. Csep",1999,"http://link.springer.com/article/10.1007/BF02980728","Article","Fungicide and Sclerotinia"
"125",NA,"Effect of Combined Treatment of Pasteurisation and Coniothyrium  minitans on Sclerotia of Sclerotinia  sclerotiorum in Soil","European Journal of Plant Pathology",NA,113,"2","10.1007/s10658-005-2331-4","Amanda J. BennettCarlo LeifertJohn M. Whipps",2005,"http://link.springer.com/article/10.1007/s10658-005-2331-4","Article","Fungicide and Sclerotinia"
"126",NA,"Discovery and characterization of a molecular marker for Sclerotinia minor (Jagger) resistance in peanut","Euphytica",NA,166,"3","10.1007/s10681-008-9816-0","Kelly D. ChenaultAndrea L. MaasJohn P. DamiconeMark E. PaytonHassan A. Melouk",2009,"http://link.springer.com/article/10.1007/s10681-008-9816-0","Article","Fungicide and Sclerotinia"
"127",NA,"A novel virus that infecting hypovirulent strain XG36-1 of plant fungal pathogen Sclerotinia sclerotiorum","Virology Journal",NA,6,"1","10.1186/1743-422X-6-96","Liyan ZhangYanping FuJiatao XieDaohong JiangGuoqing LiXianhong Yi",2009,"http://link.springer.com/article/10.1186/1743-422X-6-96","Article","Fungicide and Sclerotinia"
"128",NA,"In vivo fungicide tolerance and pathogenicity of some fungicide adapted isolates ofHelminthosporium oryzae","Proceedings of the Indian Academy of Sciences - Section B. Part 2, Plant Sciences",NA,88,"1","10.1007/BF03046142","J P RanaP K Sen Gupta",1979,"http://link.springer.com/article/10.1007/BF03046142","Article","Fungicide and Sclerotinia"
"129",NA,"Biological control of Sclerotinia sclerotiorum attacking soybean plants. Degradation of the cell walls of this pathogen by Trichoderma harzianum (BAFC 742)","Mycopathologia",NA,142,"3","10.1023/A:1006910707804","Ana B. MenendezAlicia Godeas",1998,"http://link.springer.com/article/10.1023/A%3A1006910707804","Article","Fungicide and Sclerotinia"
"130",NA,"Identification of resistant sources against Sclerotinia sclerotiorum in Brassica species with emphasis on B. oleracea","Euphytica",NA,177,"3","10.1007/s10681-010-0274-0","J. MeiL. QianJ. O. DisiX. YangQ. LiJ. LiM. FrauenD. CaiW. Qian",2011,"http://link.springer.com/article/10.1007/s10681-010-0274-0","Article","Fungicide and Sclerotinia"
"131",NA,"A Polymerase Chain Reaction (PCR) Assay for the Detection of Inoculum of Sclerotinia sclerotiorum","European Journal of Plant Pathology",NA,108,"9","10.1023/A:1021216720024","Jacqueline FreemanElaine WardCarmen CalderonAlastair McCartney",2002,"http://link.springer.com/article/10.1023/A%3A1021216720024","Article","Fungicide and Sclerotinia"
"132",NA,"The putrescine analogue 1-aminooxy-3-aminopropane perturbs polyamine metabolism in the phytopathogenic fungus Sclerotinia sclerotiorum","Archives of Microbiology",NA,180,"3","10.1007/s00203-003-0572-1","Andrés GárrizMaría C. DalmassoFernando L. PieckenstainOscar A. Ruiz",2003,"http://link.springer.com/article/10.1007/s00203-003-0572-1","Article","Fungicide and Sclerotinia"
"133",NA,"Population genetic structure of Sclerotinia sclerotiorum on canola in Iran","European Journal of Plant Pathology",NA,125,"4","10.1007/s10658-009-9510-7","Roghayeh HemmatiMohammad Javan-NikkhahCeleste C. Linde",2009,"http://link.springer.com/article/10.1007/s10658-009-9510-7","Article","Fungicide and Sclerotinia"
"134",NA,"Abstract","European Journal of Plant Pathology",NA,101,"1","10.1007/BF03042626","",1995,"http://link.springer.com/article/10.1007/BF03042626","Article","Fungicide and Sclerotinia"
"135",NA,"Fungicide effects on fungal ecology in creeping Bentgrass turf","Mycopathologia et mycologia applicata",NA,43,"4-Mar","10.1007/BF02051750","W. A. MeyerM. P. BrittonL. E. GrayJ. B. Sinclair",1971,"http://link.springer.com/article/10.1007/BF02051750","Article","Fungicide and Sclerotinia"
